Respondent,Age,Gender,COVID-19 Jab?,Race,Any reason for Hesitation,Reasons for Hesitation,Hesistation Status,Trust Level,Safety Level,Confidence Level,Accessibility ,Obstacles,Reasons for Hesitation_pol,Reasons for Hesitation_subj,Reasons for Hesitation_sent,Obstacles_sent,Accessibility_sent,Accessibility_n,Obstacles_n,Reasons for Hesitation_n,Respondent_n,Race_n,Confidence Level_n,Trust Level_n,Safety Level_n,Cluster,Obstacles_tk,Reasons for Hesitation_tk,Accessibility_tk 
Student,20,2,0,White,1.0,fertility problems,3.0,Not sure,Not safe at all,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,243,1,18,3,3,1,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['fertility', 'problems']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,1.0,fertility problems,3.0,Not sure,Not safe at all,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,243,1,18,3,3,1,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['fertility', 'problems']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,1.0,fertility problems,3.0,Not sure,Not safe at all,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,243,1,18,3,3,1,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['fertility', 'problems']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,26,2,0,White,1.0,fertility problems,3.0,Not sure,Not safe at all,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,243,1,18,3,3,1,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['fertility', 'problems']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,3.0,fertility problems,3.0,Not sure,Not safe at all,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,243,1,18,3,3,1,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['fertility', 'problems']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,1.0,created quickly,3.0,Somewhat trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.3333333333333333,0.5,positive,negative,neutral,333,258,198,1,18,3,4,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['created', 'quickly']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,1.0,woman worried reproductive system,3.0,Somewhat trust,Not sure,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,390,1,18,4,4,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['woman', 'worried', 'reproductive', 'system']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,2.0,woman worried reproductive system,3.0,Completely trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,390,1,18,4,0,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['woman', 'worried', 'reproductive', 'system']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,2.0,woman worried reproductive system,3.0,Completely trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,390,1,18,4,0,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['woman', 'worried', 'reproductive', 'system']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,1.0,woman worried reproductive system,3.0,Somewhat trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,390,1,18,4,4,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['woman', 'worried', 'reproductive', 'system']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,1.0,woman worried reproductive system,3.0,Somewhat trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,390,1,18,4,4,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['woman', 'worried', 'reproductive', 'system']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,woman worried reproductive system,3.0,Not sure,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,390,1,18,4,3,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['woman', 'worried', 'reproductive', 'system']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,woman worried reproductive system,3.0,Mostly trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,390,1,18,4,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['woman', 'worried', 'reproductive', 'system']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,28,2,0,White,2.0,woman worried reproductive system,3.0,Mostly trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,390,1,18,4,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['woman', 'worried', 'reproductive', 'system']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,0,White,1.0,woman worried reproductive system,3.0,Mostly trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,390,1,18,4,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['woman', 'worried', 'reproductive', 'system']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,35,2,0,White,1.0,"Speed developed, potential effects",3.0,Somewhat trust,Not sure,Not sure,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.05,0.65,positive,negative,neutral,333,258,150,1,18,1,4,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Speed', 'developed', ',', 'potential', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Staff,19,2,0,White,1.0,"Speed developed, potential effects",3.0,Somewhat trust,Not sure,Not sure,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.05,0.65,positive,negative,neutral,333,258,150,0,18,1,4,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Speed', 'developed', ',', 'potential', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,21,2,0,White,2.0,"Speed developed, potential effects",3.0,Completely trust,Very safe,Only slightly confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.05,0.65,positive,negative,neutral,333,258,150,1,18,2,0,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Speed', 'developed', ',', 'potential', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,21,2,0,White,3.0,"Speed developed, potential effects",3.0,Mostly trust,Very safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.05,0.65,positive,negative,neutral,333,258,150,1,18,3,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Speed', 'developed', ',', 'potential', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,21,2,0,White,1.0,"Speed developed, potential effects",3.0,Mostly trust,Very safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.05,0.65,positive,negative,neutral,333,258,150,1,18,3,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Speed', 'developed', ',', 'potential', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,3.0,"Speed developed, potential effects",3.0,Mostly trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.05,0.65,positive,negative,neutral,333,258,150,1,18,3,2,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Speed', 'developed', ',', 'potential', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,0,White,1.0,gripe vaccine rushed. reason lean possibly getting becuause know got lot common vaccines. able dont vaccine kinda makes lean needing want study abroad.,3.0,Somewhat trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.012500000000000002,0.75,positive,negative,neutral,333,258,253,1,18,3,4,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['gripe', 'vaccine', 'rushed', '.', 'reason', 'lean', 'possibly', 'getting', 'becuause', 'know', 'got', 'lot', 'common', 'vaccines', '.', 'able', 'dont', 'vaccine', 'kinda', 'makes', 'lean', 'needing', 'want', 'study', 'abroad', '.']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,3.0,gripe vaccine rushed. reason lean possibly getting becuause know got lot common vaccines. able dont vaccine kinda makes lean needing want study abroad.,3.0,Somewhat trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.012500000000000002,0.75,positive,negative,neutral,333,258,253,1,18,3,4,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['gripe', 'vaccine', 'rushed', '.', 'reason', 'lean', 'possibly', 'getting', 'becuause', 'know', 'got', 'lot', 'common', 'vaccines', '.', 'able', 'dont', 'vaccine', 'kinda', 'makes', 'lean', 'needing', 'want', 'study', 'abroad', '.']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,21,2,0,White,1.0,Bad effects,3.0,Somewhat trust,Not sure,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.6999999999999998,0.6666666666666666,negative,negative,neutral,333,258,16,1,18,3,4,2,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Bad', 'effects']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,21,2,0,White,1.0,friends said knows boy hospitalized,3.0,Somewhat trust,Not sure,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,250,1,18,3,4,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['friends', 'said', 'knows', 'boy', 'hospitalized']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,friends said knows boy hospitalized,3.0,Completely trust,Very safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,0.0,neutral,negative,neutral,333,258,250,1,18,4,0,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['friends', 'said', 'knows', 'boy', 'hospitalized']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,0,White,1.0,"Young people Covid's effects, risk anyways.",3.0,Do not trust at all,Mostly safe,Only slightly confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.1,0.4,positive,negative,neutral,333,258,172,1,18,2,1,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Young', 'people', 'Covid', ""'s"", 'effects', ',', 'risk', 'anyways', '.']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,23,2,0,White,3.0,"Young people Covid's effects, risk anyways.",3.0,Do not trust at all,Mostly safe,Only slightly confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.1,0.4,positive,negative,neutral,333,258,172,1,18,2,1,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Young', 'people', 'Covid', ""'s"", 'effects', ',', 'risk', 'anyways', '.']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,21,2,0,White,1.0,effects. Rare blood disease concerning.,3.0,Not sure,Mostly safe,Only slightly confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.4,0.7,positive,negative,neutral,333,258,230,1,18,2,3,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['effects', '.', 'Rare', 'blood', 'disease', 'concerning', '.']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,effects. Rare blood disease concerning.,3.0,Mostly trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.4,0.7,positive,negative,neutral,333,258,230,1,18,4,2,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['effects', '.', 'Rare', 'blood', 'disease', 'concerning', '.']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,1.0,effects. Rare blood disease concerning.,3.0,Mostly trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.4,0.7,positive,negative,neutral,333,258,230,1,18,4,2,0,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['effects', '.', 'Rare', 'blood', 'disease', 'concerning', '.']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,20,2,0,White,1.0,"Lack research vaccine approved, authorized FDA Emergency Use Authorization",3.0,Mostly trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,1.0,neutral,negative,neutral,333,258,92,1,18,4,2,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Lack', 'research', 'vaccine', 'approved', ',', 'authorized', 'FDA', 'Emergency', 'Use', 'Authorization']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,0,White,1.0,"Lack research vaccine approved, authorized FDA Emergency Use Authorization",3.0,Mostly trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,1.0,neutral,negative,neutral,333,258,92,1,18,4,2,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Lack', 'research', 'vaccine', 'approved', ',', 'authorized', 'FDA', 'Emergency', 'Use', 'Authorization']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,0,White,1.0,"Lack research vaccine approved, authorized FDA Emergency Use Authorization",3.0,Mostly trust,Mostly safe,Very confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,1.0,neutral,negative,neutral,333,258,92,1,18,4,2,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Lack', 'research', 'vaccine', 'approved', ',', 'authorized', 'FDA', 'Emergency', 'Use', 'Authorization']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,1,White,3.0,"Lack research vaccine approved, authorized FDA Emergency Use Authorization",0.0,Not sure,Mostly safe,Not sure,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,1.0,neutral,negative,neutral,333,258,92,1,18,1,3,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Lack', 'research', 'vaccine', 'approved', ',', 'authorized', 'FDA', 'Emergency', 'Use', 'Authorization']","['actual', 'clinical', 'trial', 'rushed', '.']"
Staff,21,2,0,White,3.0,"Lack research vaccine approved, authorized FDA Emergency Use Authorization",3.0,Completely trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,1.0,neutral,negative,neutral,333,258,92,0,18,3,0,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Lack', 'research', 'vaccine', 'approved', ',', 'authorized', 'FDA', 'Emergency', 'Use', 'Authorization']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,22,2,0,White,3.0,"Lack research vaccine approved, authorized FDA Emergency Use Authorization",3.0,Completely trust,Mostly safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",0.0,1.0,neutral,negative,neutral,333,258,92,1,18,3,0,0,2,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['Lack', 'research', 'vaccine', 'approved', ',', 'authorized', 'FDA', 'Emergency', 'Use', 'Authorization']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,22,2,0,White,1.0,getting sick,3.0,Not sure,Not sure,Only slightly confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,251,1,18,2,3,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,21,2,0,White,1.0,getting sick,3.0,Not sure,Not sure,Only slightly confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,251,1,18,2,3,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,0,White,1.0,getting sick,3.0,Not sure,Not sure,Only slightly confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,251,1,18,2,3,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,22,2,0,White,1.0,getting sick,3.0,Not sure,Not sure,Only slightly confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,251,1,18,2,3,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,18,2,0,White,3.0,getting sick,3.0,Somewhat trust,Not sure,Only slightly confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,251,1,18,2,4,2,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick']","['actual', 'clinical', 'trial', 'rushed', '.']"
Student,19,2,0,White,2.0,getting sick,3.0,Mostly trust,Very safe,Somewhat confident,actual clinical trial rushed.,"VAERS cdc website, mRNA vaccines leading ADE past. finally clinical trial vaccine  people actually received vaccine trial.",-0.7142857142857143,0.8571428571428571,negative,negative,neutral,333,258,251,1,18,3,2,3,1,"['VAERS', 'cdc', 'website', ',', 'mRNA', 'vaccines', 'leading', 'ADE', 'past', '.', 'finally', 'clinical', 'trial', 'vaccine', 'people', 'actually', 'received', 'vaccine', 'trial', '.']","['getting', 'sick']","['actual', 'clinical', 'trial', 'rushed', '.']"
